,AttachTable,CollectionType,EffectType
108,TraditionModifiers,Owner,"{'EFFECT_PLAYER_ADJUST_YIELD_PER_SUZERAIN', 'EFFECT_PLAYER_ADJUST_UNIT_PRODUCTION_PER_OTHER_UNIT_TYPE', 'EFFECT_PLAYER_ADJUST_YIELD_FROM_DISTATERS', 'EFFECT_ADJUST_PLAYER_OR_CITY_UNIT_PURCHASE_EFFICIENCY', 'EFFECT_PLAYER_ADJUST_CONSTRUCTIBLE_YIELD', 'EFFECT_DIPLOMACY_ADJUST_DIPLOMATIC_ACTION_TYPE_EFFICIENCY', 'EFFECT_PLAYER_ADJUST_UNIT_MAINTENANCE_EFFICIENCY', 'EFFECT_PLAYER_ADJUST_YIELD', 'EFFECT_PLAYER_ADJUST_YIELD_PER_RESOURCE', 'EFFECT_MODIFY_PLAYER_TRADE_YIELD_CONVERSION', 'EFFECT_PLAYER_ADJUST_YIELD_PER_ACTIVE_TRADITION', 'TRIGGER_PLAYER_GRANT_YIELD_ON_UNIT_CREATED', 'EFFECT_PLAYER_ADJUST_YIELD_PER_NUM_CITIES', 'EFFECT_PLAYER_ADJUST_YIELD_PER_NUM_TRADE_ROUTES', 'EFFECT_ADJUST_PLAYER_OR_CITY_BUILDING_PURCHASE_EFFICIENCY', 'EFFECT_ADJUST_PLAYER_ALLIANCE_TRADE'}"
109,TraditionModifiers,Plot,{'EFFECT_PLOT_ADJUST_YIELD'}
110,TraditionModifiers,Unit,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_ADJUST_UNIT_SIGHT', 'EFFECT_ADJUST_UNIT_IMPROVEMENT_PILLAGE_YIELD_MODIFIER', 'EFFECT_ADJUST_UNIT_COASTAL_RAID_YIELD_MODIFIER', 'EFFECT_ADJUST_UNIT_CIV_UNIQUE_TRADITION_COMBAT_MODIFIER', 'EFFECT_RESTORE_UNIT_MOVEMENT', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_BUILDING_MODIFIER', 'EFFECT_UNIT_ADJUST_MOVEMENT', 'EFFECT_ADJUST_UNIT_PLUNDER_YIELDS', 'EFFECT_ARMY_ADJUST_EXPERIENCE_RATE', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_UNIT_ADJUST_HEAL_PER_TURN', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_IMPROVEMENT_MODIFIER', 'EFFECT_ADJUST_UNIT_NO_REDUCTION_DAMAGE', 'EFFECT_ADJUST_UNIT_IGNORE_ZOC'}"
111,TraitModifiers,COLLECTION_OWNER,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_DIPLOMACY_ADJUST_DIPLOMATIC_RESPONSE_EFFICIENCY', 'EFFECT_PLAYER_ADJUST_NO_OPPOSING_COUNTER_ESPIONAGE', 'EFFECT_PLAYER_ADJUST_YIELD_PER_RAZED_SETTLEMENT', 'EFFECT_ADJUST_PLAYER_FORBID_CS_INCORPORATE', 'EFFECT_ADJUST_PLAYER_ADDITIONAL_ARTIFACTS_IN_TERRITORY', 'EFFECT_PLAYER_DISABLE_BUILD_UNIT', 'EFFECT_DIPLOMACY_ADJUST_DIPLOMATIC_ACTION_TYPE_EFFICIENCY', 'EFFECT_PLAYER_ADJUST_YIELD_PER_RESOURCE', 'EFFECT_PLAYER_ADJUST_YIELD_FOR_COMPLETING_NARRATIVE_EVENTS', 'EFFECT_DIPLOMACY_ADJUST_DIPLOMATIC_ACTION_TOKEN_BONUS', 'EFFECT_DO_NOTHING', 'EFFECT_PLAYER_ADJUST_YIELD_PER_NUM_TRADE_ROUTES', 'EFFECT_PLAYER_ADJUST_SETTLEMENT_CAP', 'EFFECT_DIPLOMACY_AGENDA_ON_WAR_START', 'EFFECT_PLAYER_ADD_GOLDEN_AGE_CHOICE', 'TRIGGER_PLAYER_GRANT_YIELD_ON_PROGRESSION_TREE_NODE_DEPTH_UNLOCKED', 'EFFECT_PLAYER_REVEAL_CULTURE_TREE', 'EFFECT_DIPLOMACY_ADJUST_YIELD_PER_SANCTIONED_PLAYER', 'EFFECT_ADJUST_PLAYER_TRADE_UNITS_SAFE_DEEP_WATER', 'EFFECT_DIPLOMACY_ADJUST_YIELD_PER_PLAYER_INVOLVED_ACTION', 'TRIGGER_PLAYER_GRANT_YIELD_ON_FIND_WONDER', 'EFFECT_PLAYER_GRANT_NAVAL_UNIT_WITH_OCEAN_ACCESS', 'EFFECT_PLAYER_DIPLOMACY_CHANGE_TRADE_ROUTE_CAPACITY', 'EFFECT_PLAYER_ATTRIBUTE', 'EFFECT_ADJUST_PLAYER_RETAIN_CS_INCORPORATE_UNITS', 'EFFECT_ADVANCED_START_MEET_PLAYERS', 'EFFECT_DIPLOMACY_ADJUST_YIELD_PER_PLAYER_RELATIONSHIP', 'EFFECT_PLAYER_GRANT_YIELD', 'EFFECT_PLAYER_ADJUST_UNIT_EXTRA_COPY', 'EFFECT_PLAYER_BLOCK_GOVERNMENT_SELECTION', 'EFFECT_DIPLOMACY_AGENDA_TIMED_UPDATE', 'EFFECT_DIPLOMACY_AGENDA_ON_DISPERSE_IP', 'EFFECT_PLAYER_ADJUST_PROGRESSION_TREE_EFFICIENCY', 'EFFECT_PLAYER_ADJUST_YIELD_PER_CONQUERED_CITY', 'EFFECT_ADD_PANTHEON', 'EFFECT_PLAYER_ADJUST_TRADE_CAPACITY', 'EFFECT_GRANT_DIPLOMATIC_ENVOYS', 'EFFECT_GRANT_COMBAT_ADJACENCY', 'EFFECT_PLAYER_DIPLOMACY_IGNORE_WAR_REQUIREMENTS', 'EFFECT_ADJUST_PLAYER_OR_CITY_UNIT_PURCHASE_EFFICIENCY', 'EFFECT_PLAYER_SET_GOVERNMENT', 'EFFECT_BASIC_DIPLOMACY_MODS', 'EFFECT_PLAYER_ADJUST_UNIT_MAINTENANCE_EFFICIENCY', 'TRIGGER_PLAYER_GRANT_UNIT_ON_GOLDEN_AGE', 'EFFECT_PLAYER_ADJUST_GOLDEN_AGE_DURATION', 'EFFECT_PLAYER_GRANT_GOLDEN_AGE', 'EFFECT_PLAYER_ADJUST_NO_INFLUENCE_PENALTY_REVEALED_SPIES', 'EFFECT_PLAYER_GRANT_YIELD_ASSIGNED_WORKERS', 'EFFECT_PLAYER_GRANT_BONUS_STORIES', 'EFFECT_PLAYER_ADJUST_YIELD_PER_ACTIVE_TRADITION', 'TRIGGER_PLAYER_GRANT_UNIT_ON_PROGRESSION_TREE_NODE_DEPTH_UNLOCKED', 'EFFECT_PLAYER_GRANT_UNIT_ON_CAPTURE_CITY', 'EFFECT_ADJUST_FORBID_UPGRADE_TOWN_TO_CITY', 'EFFECT_ADJUST_WAR_SUPPORT_BONUS', 'EFFECT_PLAYER_ADJUST_CONSTRUCTIBLE_YIELD', 'EFFECT_PLAYER_ADJUST_YIELD_PER_UNIQUE_RESOURCE', 'EFFECT_PLAYER_ADJUST_YIELD', 'EFFECT_PLAYER_CAN_MEET_DISTANT_LAND_CIVS', 'EFFECT_ADJUST_PLAYER_YIELD_FOR_RESOURCE', 'EFFECT_DIPLOMACY_GRANT_DIPLOMATIC_ACTION', 'EFFECT_PLAYER_DIPLOMACY_ALLOW_LEVY_FROM_ALL_CITY_STATES'}"
112,TraitModifiers,COLLECTION_PLAYER_CAPITAL_CITY,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_CITY_ADJUST_RESOURCE_CAP', 'EFFECT_CITY_ADJUST_YIELD_PER_NUM_CITIES', 'EFFECT_ADVANCED_START_ADD_ARMY', 'EFFECT_CITY_ACTIVATE_CONSTRUCTIBLE_ADJACENCY', 'EFFECT_CITY_ADJUST_YIELD', 'EFFECT_CITY_ADJUST_POPULATION', 'EFFECT_ADD_COMMANDER_WITH_UNITS'}"
113,TraitModifiers,COLLECTION_PLAYER_CITIES,"{'EFFECT_ADJUST_TOWN_CAN_PURCHASE_TAGGED_CONSTRUCTIBLES', 'EFFECT_ATTACH_MODIFIERS', 'EFFECT_GRANT_WALLS', 'EFFECT_CITY_ADJUST_WORKER_YIELD', 'EFFECT_CITY_GRANT_WAREHOUSE_YIELD', 'EFFECT_CITY_ADJUST_YIELDS_PER_SETTLEMENT_OVER_CAP', 'EFFECT_CITY_ADJUST_CONSTRUCTIBLE_YIELD', 'EFFECT_CITY_ADJUST_YIELD_PER_UNLOCKED_PROGRESSION_TREE_NODE', 'EFFECT_CITY_ADJUST_WORKER_CAP', 'EFFECT_CITY_GRANT_NATURAL_YIELDS', 'EFFECT_ADJUST_PLAYER_OR_CITY_BUILDING_PURCHASE_EFFICIENCY', 'EFFECT_CITY_ACTIVATE_CONSTRUCTIBLE_WAREHOUSE_YIELD', 'EFFECT_CITY_ADJUST_TRADE_ROUTE_RANGE', 'EFFECT_CITY_ADJUST_CONSTRUCTIBLE_PRODUCTION', 'EFFECT_CITY_ADJUST_YIELD_PER_SURPLUS_HAPPINESS', 'EFFECT_CITY_GRANT_YIELD_PER_POP_DEFENSE_CONSTRUCTED', 'EFFECT_CITY_ADJUST_TOWN_UPGRADE_DISCOUNT', 'EFFECT_CITY_ADJUST_YIELD_CONVERSION', 'EFFECT_CITY_ADJUST_RANDOM_EVENT_CONSTRUCTIBLE_YIELD', 'EFFECT_PLAYER_GRANT_PROGRESSION', 'EFFECT_CITY_ADJUST_CAN_PURCHASE_IN_UNREST', 'TRIGGER_CITY_GRANT_YIELD_ON_ADD_PLOT', 'EFFECT_GRANT_CITY_YIELD_BIOME', 'EFFECT_CITY_ADJUST_AVOID_RANDOM_EVENT', 'EFFECT_CITY_ADJUST_RESOURCE_CAP', 'EFFECT_CITY_ACTIVATE_CONSTRUCTIBLE_ADJACENCY', 'EFFECT_CITY_GRANT_UNIT', 'EFFECT_CITY_ADJUST_YIELD_PER_RESOURCE', 'EFFECT_CITY_ADJUST_YIELD_PER_GREAT_WORK', 'EFFECT_CITY_ADJUST_POPULATION', 'EFFECT_CITY_GRANT_GREAT_WORK', 'EFFECT_CITY_ADJUST_UNIT_PRODUCTION', 'EFFECT_CITY_ADJUST_FAVORED_WONDER_PRODUCTION', 'EFFECT_CITY_UNLOCK_PROJECT', 'EFFECT_CITY_ADJUST_SPECIFIC_CONSTRUCTIBLE_MAINTENANCE', 'TRIGGER_CITY_GRANT_YIELD_ON_CONSTRUCTIBLE_CREATED', 'EFFECT_CITY_ADJUST_YIELD', 'EFFECT_CITY_GRANT_YIELD', 'EFFECT_CITY_ADJUST_GROWTH', 'EFFECT_CITY_ADJUST_YIELD_PER_SUZERAIN'}"
114,TraitModifiers,COLLECTION_PLAYER_COMBAT,"{'EFFECT_ADJUST_UNIT_POST_COMBAT_YIELD', 'EFFECT_ADJUST_UNIT_STRENGTH_MODIFIER'}"
115,TraitModifiers,COLLECTION_PLAYER_CONSTRUCTIBLES,{'EFFECT_CONSTRUCTIBLE_ADJUST_GREAT_WORK_SLOTS'}
116,TraitModifiers,COLLECTION_PLAYER_PLOT_YIELDS,"{'EFFECT_PLOT_ADJUST_YIELD', 'EFFECT_PLOT_ADJUST_YIELD_PER_PLAYER_NATURAL_WONDER', 'EFFECT_PLOT_ADJUST_WORKER_MAINTENANCE'}"
117,TraitModifiers,COLLECTION_PLAYER_UNITS,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_ADJUST_UNIT_BUILDING_PILLAGE_YIELD_MODIFIER', 'EFFECT_UNIT_ADJUST_MOVEMENT', 'EFFECT_UNIT_ADJUST_IGNORE_MOVEMENT_OBSTACLE', 'EFFECT_ADJUST_UNIT_ENTER_FOREIGN_LANDS', 'EFFECT_UNIT_SET_CAN_PLUNDER_TRADE_ROUTES_BETWEEN_OTHER_CIVS', 'EFFECT_GRANT_UNIT_PROMOTION', 'EFFECT_ADJUST_UNIT_ACTIVE_DIPLOMACY_GROUP_COMBAT_STRENGTH', 'EFFECT_ARMY_ADJUST_EXPERIENCE_RATE', 'EFFECT_UNIT_SET_PRIVATEER', 'EFFECT_ADJUST_UNIT_RELATIONSHIP_COMBAT_STRENGTH', 'EFFECT_RESTORE_UNIT_MOVEMENT', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_BUILDING_MODIFIER', 'EFFECT_ADJUST_UNIT_EMBARKED_MOVEMENT', 'EFFECT_UNIT_ADJUST_EMBARKATION_TYPE', 'EFFECT_ARMY_ADJUST_RESPAWN_SPEED', 'EFFECT_ADJUST_UNIT_HIDDEN_VISIBILITY', 'EFFECT_UNIT_ADJUST_COMMAND_AWARD', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_IMPROVEMENT_MODIFIER', 'EFFECT_ADJUST_UNIT_SIGHT', 'EFFECT_UNIT_ADJUST_COMBAT_STRENGTH_PER_GAME_DIFFICULTY', 'EFFECT_ADJUST_UNIT_VALID_TERRAIN', 'EFFECT_ADJUST_UNIT_COMBAT_CAPTURE', 'EFFECT_ADJUST_UNIT_WATER_DAMAGE_PROTECTION'}"
118,TraitModifiers,City,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_ADJUST_TOWN_CAN_PURCHASE_TAGGED_CONSTRUCTIBLES', 'EFFECT_GRANT_WALLS', 'EFFECT_CITY_ADJUST_WORKER_YIELD', 'EFFECT_CITY_GRANT_WAREHOUSE_YIELD', 'EFFECT_CITY_ADJUST_YIELDS_PER_SETTLEMENT_OVER_CAP', 'EFFECT_CITY_ADJUST_CONSTRUCTIBLE_YIELD', 'EFFECT_CITY_ADJUST_YIELD_PER_UNLOCKED_PROGRESSION_TREE_NODE', 'EFFECT_CITY_GRANT_NATURAL_YIELDS', 'EFFECT_ADJUST_PLAYER_OR_CITY_BUILDING_PURCHASE_EFFICIENCY', 'EFFECT_CITY_ADJUST_YIELD_PER_NUM_CITIES', 'EFFECT_CITY_ADJUST_TRADE_ROUTE_RANGE', 'EFFECT_CITY_ADJUST_CONSTRUCTIBLE_PRODUCTION', 'EFFECT_CITY_ADJUST_YIELD_PER_SURPLUS_HAPPINESS', 'EFFECT_CITY_ADJUST_YIELD_CONVERSION', 'EFFECT_PLAYER_GRANT_PROGRESSION', 'EFFECT_CITY_ADJUST_CAN_PURCHASE_IN_UNREST', 'EFFECT_ADD_COMMANDER_WITH_UNITS', 'EFFECT_CITY_ADJUST_RESOURCE_CAP', 'EFFECT_CITY_ACTIVATE_CONSTRUCTIBLE_ADJACENCY', 'EFFECT_CITY_GRANT_UNIT', 'EFFECT_CITY_ADJUST_YIELD_PER_RESOURCE', 'EFFECT_CITY_ADJUST_YIELD_PER_GREAT_WORK', 'EFFECT_CITY_ADJUST_POPULATION', 'EFFECT_CITY_GRANT_GREAT_WORK', 'EFFECT_CITY_ADJUST_UNIT_PRODUCTION', 'EFFECT_CITY_ADJUST_FAVORED_WONDER_PRODUCTION', 'EFFECT_CITY_UNLOCK_PROJECT', 'EFFECT_CITY_ADJUST_YIELD', 'EFFECT_CITY_GRANT_YIELD', 'EFFECT_CITY_ADJUST_GROWTH', 'EFFECT_CITY_ADJUST_YIELD_PER_SUZERAIN'}"
119,TraitModifiers,Combat,{'EFFECT_ADJUST_UNIT_POST_COMBAT_YIELD'}
120,TraitModifiers,Constructibles,{'EFFECT_CONSTRUCTIBLE_ADJUST_GREAT_WORK_SLOTS'}
121,TraitModifiers,Owner,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_PLAYER_ADJUST_NO_OPPOSING_COUNTER_ESPIONAGE', 'EFFECT_PLAYER_ADJUST_YIELD_PER_RAZED_SETTLEMENT', 'EFFECT_ADJUST_PLAYER_FORBID_CS_INCORPORATE', 'EFFECT_DIPLOMACY_ADJUST_DIPLOMATIC_ACTION_TYPE_EFFICIENCY', 'EFFECT_PLAYER_ADJUST_YIELD_PER_RESOURCE', 'EFFECT_PLAYER_ADJUST_YIELD_FOR_COMPLETING_NARRATIVE_EVENTS', 'EFFECT_DIPLOMACY_ADJUST_DIPLOMATIC_ACTION_TOKEN_BONUS', 'EFFECT_DO_NOTHING', 'EFFECT_PLAYER_ADJUST_SETTLEMENT_CAP', 'EFFECT_DIPLOMACY_AGENDA_ON_WAR_START', 'TRIGGER_PLAYER_GRANT_YIELD_ON_PROGRESSION_TREE_NODE_DEPTH_UNLOCKED', 'EFFECT_DIPLOMACY_ADJUST_YIELD_PER_SANCTIONED_PLAYER', 'EFFECT_DIPLOMACY_ADJUST_YIELD_PER_PLAYER_INVOLVED_ACTION', 'TRIGGER_PLAYER_GRANT_YIELD_ON_FIND_WONDER', 'EFFECT_PLAYER_GRANT_NAVAL_UNIT_WITH_OCEAN_ACCESS', 'EFFECT_ADJUST_PLAYER_RETAIN_CS_INCORPORATE_UNITS', 'EFFECT_DIPLOMACY_ADJUST_YIELD_PER_PLAYER_RELATIONSHIP', 'EFFECT_PLAYER_GRANT_YIELD', 'EFFECT_PLAYER_ADJUST_UNIT_EXTRA_COPY', 'EFFECT_PLAYER_BLOCK_GOVERNMENT_SELECTION', 'EFFECT_DIPLOMACY_AGENDA_TIMED_UPDATE', 'EFFECT_DIPLOMACY_AGENDA_ON_DISPERSE_IP', 'EFFECT_PLAYER_ADJUST_PROGRESSION_TREE_EFFICIENCY', 'EFFECT_PLAYER_ADJUST_YIELD_PER_CONQUERED_CITY', 'EFFECT_ADD_PANTHEON', 'EFFECT_PLAYER_ADJUST_TRADE_CAPACITY', 'EFFECT_PLAYER_DIPLOMACY_IGNORE_WAR_REQUIREMENTS', 'EFFECT_ADJUST_PLAYER_OR_CITY_UNIT_PURCHASE_EFFICIENCY', 'EFFECT_BASIC_DIPLOMACY_MODS', 'EFFECT_PLAYER_ADJUST_UNIT_MAINTENANCE_EFFICIENCY', 'TRIGGER_PLAYER_GRANT_UNIT_ON_GOLDEN_AGE', 'EFFECT_PLAYER_ADJUST_GOLDEN_AGE_DURATION', 'EFFECT_PLAYER_GRANT_GOLDEN_AGE', 'EFFECT_PLAYER_ADJUST_NO_INFLUENCE_PENALTY_REVEALED_SPIES', 'EFFECT_PLAYER_GRANT_BONUS_STORIES', 'TRIGGER_PLAYER_GRANT_UNIT_ON_PROGRESSION_TREE_NODE_DEPTH_UNLOCKED', 'EFFECT_ADJUST_FORBID_UPGRADE_TOWN_TO_CITY', 'EFFECT_ADJUST_WAR_SUPPORT_BONUS', 'EFFECT_PLAYER_ADJUST_CONSTRUCTIBLE_YIELD', 'EFFECT_PLAYER_ADJUST_YIELD_PER_UNIQUE_RESOURCE', 'EFFECT_PLAYER_ADJUST_YIELD', 'EFFECT_PLAYER_CAN_MEET_DISTANT_LAND_CIVS', 'EFFECT_DIPLOMACY_GRANT_DIPLOMATIC_ACTION', 'EFFECT_PLAYER_DIPLOMACY_ALLOW_LEVY_FROM_ALL_CITY_STATES'}"
122,TraitModifiers,Plot,"{'EFFECT_PLOT_ADJUST_YIELD', 'EFFECT_PLOT_ADJUST_YIELD_PER_PLAYER_NATURAL_WONDER', 'EFFECT_PLOT_ADJUST_WORKER_MAINTENANCE'}"
123,TraitModifiers,Unit,"{'EFFECT_ADJUST_UNIT_SIGHT', 'EFFECT_ATTACH_MODIFIERS', 'EFFECT_ADJUST_UNIT_ENTER_FOREIGN_LANDS', 'EFFECT_UNIT_ADJUST_COMBAT_STRENGTH_PER_GAME_DIFFICULTY', 'EFFECT_GRANT_UNIT_PROMOTION', 'EFFECT_UNIT_SET_CAN_PLUNDER_TRADE_ROUTES_BETWEEN_OTHER_CIVS', 'EFFECT_ADJUST_UNIT_ACTIVE_DIPLOMACY_GROUP_COMBAT_STRENGTH', 'EFFECT_UNIT_ADJUST_MOVEMENT', 'EFFECT_UNIT_ADJUST_EMBARKATION_TYPE', 'EFFECT_ARMY_ADJUST_RESPAWN_SPEED', 'EFFECT_ARMY_ADJUST_EXPERIENCE_RATE', 'EFFECT_ADJUST_UNIT_COMBAT_CAPTURE', 'EFFECT_UNIT_ADJUST_IGNORE_MOVEMENT_OBSTACLE', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_UNIT_ADJUST_COMMAND_AWARD', 'EFFECT_UNIT_SET_PRIVATEER', 'EFFECT_ADJUST_UNIT_WATER_DAMAGE_PROTECTION'}"
124,UnitAbilityModifiers,COLLECTION_ALL_UNITS,{'EFFECT_ATTACH_MODIFIERS'}
125,UnitAbilityModifiers,COLLECTION_OWNER,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_ADJUST_UNIT_SEE_THROUGH_TERRAIN', 'EFFECT_UNIT_SET_TRADE_ROUTE_PROTECTED', 'EFFECT_ADJUST_UNIT_BUILDING_PILLAGE_YIELD_MODIFIER', 'EFFECT_UNIT_ADJUST_FORTIFICATION_CONSTRUCTION_TIME', 'EFFECT_UNIT_ADJUST_MOVEMENT', 'EFFECT_ADJUST_UNIT_COASTAL_RAID_ONLY_DISCOVERIES', 'EFFECT_ADJUST_UNIT_SEE_THROUGH_FEATURES', 'EFFECT_UNIT_ADJUST_IGNORE_MOVEMENT_OBSTACLE', 'EFFECT_UNITS_IMMUNE_TO_RANDOM_EVENTS', 'EFFECT_UNIT_ADJUST_PLAYER_YIELD', 'EFFECT_DO_NOTHING', 'EFFECT_ADJUST_UNIT_SPLASH_DAMAGE', 'EFFECT_ADJUST_UNIT_POST_COMBAT_HEAL', 'EFFECT_ADJUST_UNIT_IGNORE_ZOC', 'EFFECT_ADJUST_UNIT_ATTACK_CREATES_PLOT_EFFECT', 'EFFECT_ADJUST_UNIT_URBAN_POPULATION_COMBAT_MODIFIER', 'EFFECT_ADJUST_UNIT_ENTER_FOREIGN_LANDS', 'EFFECT_ADJUST_UNIT_COASTAL_RAID_YIELD_MODIFIER', 'EFFECT_ARMY_ADJUST_ALWAYS_FULL_MOVE', 'EFFECT_UNIT_SET_CAN_PLUNDER_TRADE_ROUTES_BETWEEN_OTHER_CIVS', 'EFFECT_ADJUST_UNIT_FOCUSED_ATTACK_DAMAGE', 'EFFECT_GRANT_UNIT_PROMOTION', 'EFFECT_ADJUST_UNIT_TRADE_ROUTE_COMBAT_MODIFIER', 'EFFECT_ADJUST_UNIT_NEIGHBOR_COMBAT_MODIFIER', 'EFFECT_UNIT_SET_PRIVATEER', 'EFFECT_ADJUST_UNIT_ADVANCED_PILLAGING', 'EFFECT_ADJUST_UNIT_IMPROVEMENT_PILLAGE_YIELD_MODIFIER', 'EFFECT_UNIT_ADJUST_MOVE_AFTER_ATTACK', 'EFFECT_ADJUST_UNIT_ROUGH_COMBAT_IGNORE_MODIFIER', 'EFFECT_UNIT_ADJUST_FLANK_DEFENSE_MODIFIER', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_BUILDING_MODIFIER', 'EFFECT_GRANT_UNIT_RESPAWN_CHARGE', 'EFFECT_ADJUST_UNIT_EMBARKED_MOVEMENT', 'EFFECT_UNIT_ADJUST_EMBARKATION_TYPE', 'EFFECT_ADJUST_UNIT_HIDDEN_VISIBILITY', 'EFFECT_ADJUST_UNIT_RESOURCE_DAMAGE', 'EFFECT_UNIT_ADJUST_COMMAND_AWARD', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_UNIT_ADJUST_HEAL_PER_TURN', 'EFFECT_ADJUST_UNIT_SUZERAIN_OF_COMBAT_MODIFIER', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_IMPROVEMENT_MODIFIER', 'EFFECT_ADJUST_UNIT_SIGHT', 'EFFECT_ADJUST_UNIT_INITIATION_YIELD', 'EFFECT_ARMY_ADJUST_MOVEMENT_RATE', 'EFFECT_UNIT_ADJUST_FLANKING_ATTACK_MODIFIER', 'EFFECT_ADJUST_UNIT_SEE_HIDDEN', 'EFFECT_ARMY_ADJUST_AIR_INTERCEPTION_RANGE', 'EFFECT_UNIT_ADJUST_OPERATION_AWARD', 'EFFECT_ADJUST_UNIT_NUM_ATTACKS', 'EFFECT_ADJUST_UNIT_PLUNDER_YIELDS', 'EFFECT_ADJUST_UNIT_ATTACK_RANGE', 'EFFECT_GRANT_UNIT_ABILITY_CHARGE', 'EFFECT_ADJUST_UNIT_COMBAT_CAPTURE', 'EFFECT_ADJUST_UNIT_CONVERT_INDEPENDENT_CHARGES', 'EFFECT_ADJUST_UNIT_CIV_UNIQUE_TRADITION_COMBAT_MODIFIER'}"
126,UnitAbilityModifiers,COLLECTION_PLAYER_UNITS,"{'EFFECT_ATTACH_MODIFIERS', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_BUILDING_MODIFIER', 'EFFECT_UNIT_ADJUST_ABILITY', 'EFFECT_UNIT_ADJUST_HEAL_PER_TURN', 'EFFECT_ADJUST_UNIT_PERCENT_PILLAGE_IMPROVEMENT_MODIFIER'}"
127,UnitAbilityModifiers,COLLECTION_UNIT_COMBAT,"{'EFFECT_ADJUST_UNIT_EMBARKED_STRENGTH_MODIFIER', 'EFFECT_ADJUST_UNIT_POST_COMBAT_YIELD', 'EFFECT_ADJUST_UNIT_STRENGTH_MODIFIER', 'EFFECT_ADJUST_UNIT_COMBAT_STRENGTH_MULTIPLE_ADJACENT_ENEMIES_MODIFIER'}"
128,UnitAbilityModifiers,COLLECTION_UNIT_OCCUPIED_CITY,"{'EFFECT_CITY_ADJUST_UNIT_DOMAIN_PRODUCTION', 'EFFECT_CITY_ADJUST_RAZE_RATE', 'EFFECT_CITY_ADJUST_YIELD'}"
129,UnitAbilityModifiers,City,{'EFFECT_CITY_ADJUST_UNIT_DOMAIN_PRODUCTION'}
130,UnitAbilityModifiers,Combat,"{'EFFECT_ADJUST_UNIT_EMBARKED_STRENGTH_MODIFIER', 'EFFECT_ADJUST_UNIT_POST_COMBAT_YIELD', 'EFFECT_ADJUST_UNIT_STRENGTH_MODIFIER'}"
